date,nav,amfi_code,scheme_name
14-11-2025,3194.89560,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
13-11-2025,3193.61970,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
12-11-2025,3193.72420,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
11-11-2025,3192.81580,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
10-11-2025,3192.41880,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
07-11-2025,3191.24430,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
06-11-2025,3191.20930,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
04-11-2025,3189.89150,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
03-11-2025,3189.04290,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
31-10-2025,3187.46750,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
30-10-2025,3185.54610,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
29-10-2025,3187.07730,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
28-10-2025,3185.07920,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
27-10-2025,3184.36440,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
24-10-2025,3183.17690,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
23-10-2025,3183.99730,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
20-10-2025,3185.33490,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
17-10-2025,3183.79040,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
16-10-2025,3182.19870,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
15-10-2025,3181.92670,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
14-10-2025,3179.63180,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
13-10-2025,3179.49390,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
10-10-2025,3176.63410,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
09-10-2025,3175.59280,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
08-10-2025,3175.62540,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
07-10-2025,3174.11390,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
06-10-2025,3171.66400,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
03-10-2025,3168.40240,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
01-10-2025,3164.72480,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
30-09-2025,3161.73400,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
26-09-2025,3160.00790,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
25-09-2025,3159.54650,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
24-09-2025,3158.73740,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
23-09-2025,3158.23220,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
22-09-2025,3156.29850,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
19-09-2025,3154.43810,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
18-09-2025,3153.95950,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
17-09-2025,3154.64360,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
16-09-2025,3151.18680,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
15-09-2025,3151.60380,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
12-09-2025,3151.65530,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
11-09-2025,3150.45680,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
10-09-2025,3150.18330,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
09-09-2025,3150.08990,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
05-09-2025,3148.11570,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
04-09-2025,3144.34330,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
03-09-2025,3141.39330,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
02-09-2025,3140.19470,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
01-09-2025,3139.79470,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
31-08-2025,3140.10720,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
29-08-2025,3139.21770,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
28-08-2025,3141.27400,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
26-08-2025,3134.76510,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
25-08-2025,3139.68350,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
22-08-2025,3141.33660,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
21-08-2025,3141.17540,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
20-08-2025,3141.49160,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
19-08-2025,3139.76760,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
18-08-2025,3141.96670,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
14-08-2025,3144.00270,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
13-08-2025,3138.95680,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
12-08-2025,3141.83390,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
11-08-2025,3144.69010,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
08-08-2025,3146.02620,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
07-08-2025,3145.44810,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
06-08-2025,3144.57560,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
05-08-2025,3150.06790,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
04-08-2025,3149.38960,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
01-08-2025,3145.77360,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
31-07-2025,3144.03640,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
30-07-2025,3143.30740,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
29-07-2025,3143.36230,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
28-07-2025,3143.44850,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
25-07-2025,3143.33340,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
24-07-2025,3145.11480,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
23-07-2025,3145.06460,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
22-07-2025,3145.34990,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
21-07-2025,3144.18460,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
18-07-2025,3141.72540,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
17-07-2025,3139.86650,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
16-07-2025,3138.41290,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
15-07-2025,3139.09440,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
14-07-2025,3138.80040,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
11-07-2025,3137.49660,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
10-07-2025,3137.12840,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
09-07-2025,3137.30060,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
08-07-2025,3137.78410,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
07-07-2025,3137.84820,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
04-07-2025,3134.79890,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
03-07-2025,3135.44230,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
02-07-2025,3133.32390,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
01-07-2025,3130.45630,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
30-06-2025,3128.36360,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
27-06-2025,3127.06840,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
26-06-2025,3127.57510,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
25-06-2025,3127.58410,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
24-06-2025,3128.82340,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
23-06-2025,3125.50480,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
20-06-2025,3125.09070,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
19-06-2025,3125.99340,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
18-06-2025,3127.48670,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
17-06-2025,3126.98880,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
16-06-2025,3123.22300,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
13-06-2025,3121.18050,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
12-06-2025,3124.98590,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
11-06-2025,3127.22370,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
10-06-2025,3129.35540,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
09-06-2025,3133.93510,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
06-06-2025,3137.96620,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
05-06-2025,3131.81890,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
04-06-2025,3132.00990,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
03-06-2025,3132.22770,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
02-06-2025,3131.20840,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
31-05-2025,3129.34660,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
30-05-2025,3128.85130,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
29-05-2025,3130.63430,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
28-05-2025,3129.87130,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
27-05-2025,3128.50850,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
26-05-2025,3128.32400,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
23-05-2025,3126.69160,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
22-05-2025,3125.27640,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
21-05-2025,3124.50680,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
20-05-2025,3119.51590,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
19-05-2025,3116.01080,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
16-05-2025,3113.43570,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
15-05-2025,3108.73660,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
14-05-2025,3106.74050,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
13-05-2025,3101.68600,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
09-05-2025,3090.58380,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
08-05-2025,3090.44880,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
07-05-2025,3097.80170,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
06-05-2025,3096.60750,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
05-05-2025,3097.88420,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
02-05-2025,3095.09460,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
30-04-2025,3094.28090,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
29-04-2025,3092.76390,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
28-04-2025,3089.31810,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
25-04-2025,3089.67830,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
24-04-2025,3091.81710,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
23-04-2025,3091.72040,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
22-04-2025,3089.97000,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
21-04-2025,3086.97460,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
17-04-2025,3082.21060,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
16-04-2025,3079.33930,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
15-04-2025,3077.49520,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
11-04-2025,3072.23760,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
09-04-2025,3067.44400,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
08-04-2025,3062.51010,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
07-04-2025,3061.36280,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
04-04-2025,3061.95000,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
03-04-2025,3061.52830,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
02-04-2025,3061.59920,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
31-03-2025,3048.80730,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
28-03-2025,3047.34290,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
27-03-2025,3042.16870,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
26-03-2025,3036.43200,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
25-03-2025,3034.50520,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
24-03-2025,3032.45450,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
21-03-2025,3028.90550,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
20-03-2025,3026.24360,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
19-03-2025,3023.96570,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
18-03-2025,3020.91630,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
17-03-2025,3018.47510,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
13-03-2025,3016.32400,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
12-03-2025,3015.59690,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
11-03-2025,3014.91360,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
10-03-2025,3013.47390,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
07-03-2025,3012.43560,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
06-03-2025,3012.35070,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
05-03-2025,3010.16330,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
04-03-2025,3009.34590,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
03-03-2025,3009.07920,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
28-02-2025,3008.45900,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
27-02-2025,3009.40800,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
25-02-2025,3010.97130,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
24-02-2025,3011.02280,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
21-02-2025,3009.41390,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
20-02-2025,3008.26570,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
18-02-2025,3008.44020,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
17-02-2025,3007.49300,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
14-02-2025,3005.96810,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
13-02-2025,3005.42710,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
12-02-2025,3005.21600,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
11-02-2025,3005.90200,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
10-02-2025,3005.06010,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
07-02-2025,3005.73690,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
06-02-2025,3007.34290,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
05-02-2025,3004.15070,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
04-02-2025,3001.75410,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
03-02-2025,3001.54740,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
31-01-2025,2998.36860,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
30-01-2025,2998.42120,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
29-01-2025,2997.19570,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
28-01-2025,2996.74370,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
27-01-2025,2995.93260,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
24-01-2025,2993.58870,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
23-01-2025,2992.92930,125498,SBI BANKING & PSU FUND - Regular Paln - Growth
